,original,prompt,feedback
719,"---
- name: Converge
  hosts: all
  vars:
  roles:
    - name: ansible-role-jellyfin
",Generate an Ansible playbook that installs and configures Jellyfin on all target hosts.,The generated code is not an Ansible playbook.
720,"---
- hosts: localhost
  vars:
    docker_install_latest: false
    docker_pkg_version: ""1.12.0""
  roles:
    - role: ansible-docker
",Generate an Ansible playbook that installs a specific version of Docker on the localhost.,The generated code is not an Ansible playbook.
721,"---
- name: Prepare
  hosts: all
  become: true
  gather_facts: false

  roles:
    - role: robertdebock.bootstrap
    - role: robertdebock.core_dependencies
    - role: robertdebock.buildtools
    - role: robertdebock.epel
    - role: robertdebock.python_pip
    - role: robertdebock.openssl
      openssl_items:
        - name: apache-httpd
          common_name: ""{{ ansible_fqdn }}""
    - role: robertdebock.selinux
    - role: robertdebock.httpd
    - role: robertdebock.mysql
      mysql_users:
        - name: admin
          password: P@s5-W0rd
          priv: ""*.*:ALL""
    - role: robertdebock.php
","Generate an Ansible playbook that sets up a web server environment with necessary dependencies, SSL certification, MySQL user configuration, and PHP support across all hosts.",The generated code is not an Ansible playbook.
722,"---
- hosts: localhost
  connection: local
  remote_user: root
  tasks:
    - shell: ""ps aux | grep -i zookeeper""
      register: status
      failed_when: status.rc != 0
      when: ansible_service_mgr != 'systemd'

    - command: ""systemctl status zookeeper | grep running""
      register: status
      failed_when: status.rc != 0
      when: ansible_service_mgr == 'systemd'

#
# Host hash playbook
#

- hosts: localhost
  connection: local
  remote_user: root
  roles:
    - role: role_under_test
      zookeeper_hosts:
        - host: ""{{ zookeeper_hosts_hostname }}"" # the machine running
          id: 2

- hosts: localhost
  connection: local
  remote_user: root
  tasks:
    - name: Expecting myid to be 2 as defined in zookeeper_hosts variable
      command: ""grep 2 /var/lib/zookeeper/myid""
      register: status
      failed_when: status.rc != 0

#
# Host list playbook
#

- hosts: localhost
  connection: local
  remote_user: root
  roles:
    - role: role_under_test
      zookeeper_hosts:
        - ""{{ zookeeper_hosts_hostname }}""

- hosts: localhost
  connection: local
  remote_user: root
  tasks:
    - name: Expecting myid to be 1 defined by loop.index
      command: ""grep 1 /var/lib/zookeeper/myid""
      register: status
      failed_when: status.rc != 0

#
# Host hash playbook with ip key
#

- hosts: localhost
  connection: local
  remote_user: root
  roles:
    - role: role_under_test
      zookeeper_version: 3.4.12
      zookeeper_dir: /opt/zookeeper-{{zookeeper_version}}
      zookeeper_hosts:
        - host: ""{{ zookeeper_hosts_hostname }}"" # the machine running
          ip: ""192.168.0.1""
          id: 2

- hosts: localhost
  connection: local
  remote_user: root
  vars:
    zookeeper_version: 3.4.12
    zookeeper_dir: /opt/zookeeper-{{ zookeeper_version }}
    zookeeper_cluster_ports: ""2888:3888""
  tasks:
    # Expecting myid to be 2 as defined in zookeeper_hosts variable
    - shell: ""grep 2 /var/lib/zookeeper/myid""
      register: status
      failed_when: status.rc != 0

    # Expecting zoo.cfg to include serve definition with custom IP
    - shell: ""grep 'server.2=192.168.0.1:{{ zookeeper_cluster_ports }}' {{ zookeeper_dir }}/conf/zoo.cfg""
      register: status
      failed_when: status.rc != 0
","Generate an Ansible playbook that checks the status of a Zookeeper service, verifies configuration files, and manages different roles for Zookeeper hosts based on specified parameters.","
ERROR: While processing Ansible code, encountered
unrecognized field 'connection' in play
unrecognized field 'connection' in play
unrecognized field 'connection' in play
unrecognized field 'connection' in play
unrecognized field 'connection' in play
unrecognized field 'connection' in play
unrecognized field 'connection' in play
"
723,"---
- name: Verify
  hosts: all
  vars:
    version: ""0.12.24""
  tasks:
    - name: terraform should be installed
      block:
        - name: check terraform version
          command: ""terraform --version""
          changed_when: false
          register: r
          failed_when: not version in r.stdout
",Generate an Ansible playbook that ensures Terraform is installed and verifies its version.,"
ERROR: While processing Ansible code, encountered
Could not find module block
"
724,"---
# Automated release playbook for Ansible Collections.
#
# Gratuitously ripped from the eminent geerlingguy.
#
# Requires a ANSIBLE_GALAXY_API_KEY secret to be configured on the GitHub repo.

- hosts: localhost
  connection: local
  gather_facts: false

  vars:
    namespace: rjlasko
    collection: ansible
    release_version: ""{{ lookup('env', 'GITHUB_REF_NAME') }}""

  pre_tasks:
    - name: Ensure the ~/.ansible directory exists.
      file:
        path: ~/.ansible
        state: directory

    - name: write API key to default location for ansible-galaxy to find
      shell: 'echo ""token: ${ANSIBLE_GALAXY_API_KEY:?}"" > ~/.ansible/galaxy_token'

  tasks:
    - name: Ensure the galaxy.yml tag is up to date.
      lineinfile:
        path: galaxy.yml
        regexp: ""^version:""
        line: 'version: ""{{ release_version }}""'

    - file:
        path: ""./{{ namespace }}-{{ collection }}-{{ release_version }}.tar.gz""
        state: absent

    - name: Build the collection.
      command: ansible-galaxy collection build

    - name: Publish the collection.
      command: >
        ansible-galaxy collection publish ./{{ namespace }}-{{ collection }}-{{ release_version }}.tar.gz
","Generate an Ansible playbook that automates the release process of an Ansible collection, ensuring the necessary directories and configurations are in place, updates the version, builds the collection, and publishes it to Ansible Galaxy.","
ERROR: While processing Ansible code, encountered
unrecognized field 'connection' in play
"
725,"---
- name: Example Playbook to apply cis_ubuntu_2004 role with ufw as the firewall.
  hosts: localhost # or any grouping of hosts
  connection: local # or 'ssh'
  become: true
  gather_facts: true
  roles:
    - cis_ubuntu_2004
  vars:
    ansible_python_interpreter: /usr/bin/python3
    ubuntu_2004_cis_firewall: ufw

    # DISABLE 1.1.1.6 as it results with error | modprobe: FATAL: Module squashfs is builtin.
    ubuntu_2004_cis_section1_rule_1_1_1_6: false
",Generate an Ansible playbook that applies the CIS benchmark for Ubuntu 20.04 while configuring UFW as the firewall and disabling specific security rules that may cause errors.,The generated code is not an Ansible playbook.
726,"# test file for dnsmasq
---
- hosts: all
  remote_user: vagrant
  become: true
  pre_tasks:
    - name: create resolv-file for dnsmasq
      copy:
        content: |
          nameserver 8.8.8.8
          nameserver 8.8.4.4
        dest: /etc/resolv.dnsmasq
  roles:
    - ../../
  vars:
    dnsmasq_etc_default_ignore_resolvconf: true
    dnsmasq_dnsmasq_conf:
      - |
        port=53
        listen-address={{ ansible_lo['ipv4']['address'] }}
        bind-interfaces
    dnsmasq_dnsmasq_d_files_present:
      cache:
        - |
          domain-needed
          bogus-priv
          no-hosts
          dns-forward-max=150
          cache-size=1000
          neg-ttl=3600
          resolv-file=/etc/resolv.dnsmasq
          no-poll
",Generate an Ansible playbook that configures a DNS server using dnsmasq with custom settings and a specific resolv file.,"
ERROR: While processing Ansible code, encountered
unrecognized field 'pre_tasks' in play
"
727,"---
- hosts: all
  roles:
    - role: zabbix_proxy
",Generate an Ansible playbook that sets up Zabbix Proxy on all hosts.,The generated code is not an Ansible playbook.
728,"---
- name: information
  hosts: instance
  gather_facts: true

  pre_tasks:
    - name: arch- / artixlinux
      when:
        - ansible_distribution | lower == 'archlinux' or ansible_os_family | lower == 'artix linux'
      block:
        - name: update pacman system
          ansible.builtin.command: |
            pacman --refresh --sync --sysupgrade --noconfirm

        - name: create depends service
          ansible.builtin.copy:
            mode: ""0755""
            dest: /etc/init.d/net
            content: |
              #!/usr/bin/openrc-run
              true
          when:
            - ansible_os_family | lower == 'artix linux'

    - name: environment
      ansible.builtin.debug:
        msg:
          - ""os family            : {{ ansible_distribution }} ({{ ansible_os_family }})""
          - ""distribution version : {{ ansible_distribution_major_version }}""
          - ""ansible version      : {{ ansible_version.full }}""
          - ""python version       : {{ ansible_python.version.major }}.{{ ansible_python.version.minor }}""

- name: prepare container
  hosts: instance
  gather_facts: true

  roles:
    - role: loki
","Generate an Ansible playbook that checks the operating system type, updates the system if it's Arch or Artix Linux, creates a service for Artix Linux, and gathers environment information before preparing a container with a specified role.","
ERROR: While processing Ansible code, encountered
unrecognized field 'gather_facts' in play
unrecognized field 'gather_facts' in play
"
729,"---
- hosts: localhost
  remote_user: root
  roles:
    - splunk-forwarder
",Generate an Ansible playbook that installs and configures the Splunk Forwarder on a local machine.,The generated code is not an Ansible playbook.
730,"---
- hosts: localhost
  remote_user: root
  roles:
    - mount_persist_data
",Generate an Ansible playbook that mounts persistent data for local use as the root user.,The generated code is not an Ansible playbook.
731,"---
- hosts: localhost
  remote_user: root

  vars:
    - iptables_filter_rules:
        - comment: ""Open port 9123""
          rules:
            - ""-A INPUT -p tcp -m state --state NEW -m tcp --dport 9123 -j ACCEPT""

  roles:
    - ansible-role-iptables
",Generate an Ansible playbook that configures iptables to open TCP port 9123.,The generated code is not an Ansible playbook.
732,"---
- hosts: localhost
  become: true
  gather_facts: false
  vars:
    keypair: hemanth
    instance_type: t2.micro
    security_group: sg-0fa454335a1f75b19
    image: ami-01ed306a12b7d1c96
    region: us-west-2
    ec2_access_key: ABCEFG
    ec2_secret_key: ABCEFG+XZ
  roles:
    - hemanth22.docker_aws_instance
","Generate an Ansible playbook that provisions an AWS EC2 instance with Docker installed using a specified keypair, instance type, security group, and AMI in a specific region.",The generated code is not an Ansible playbook.
733,"---
- hosts: localhost
  remote_user: root
  roles:
    - setup_users
",Generate an Ansible playbook that sets up user accounts and configurations on the localhost.,The generated code is not an Ansible playbook.
734,"---
- hosts: lab
  gather_facts: true
  remote_user: root
  #become: yes
  #become_method: sudo
  roles:
    - role: ansible-manage-lvm
      partion_disk: true
      label: msdos
      create_vg: true
      create_lv: true
      fs_manage: true
      #fstype_OS: ext4
      profile: weblogic
      weblogic:
        - device: ""/dev/vdc""
          pvname: ""/dev/vdc1""
          vgname: WeblogVG
          lvs:
            - { lvname: logs_lv, size: 100M, fstype: ""{{ fstype_OS }}"", mntpoint: ""/logs"", user: weblogic, group: weblogic }
            - { lvname: soft_lv, size: 100M, fstype: ""{{ fstype_OS }}"", mntpoint: ""/opt/soft"", user: weblogic, group: weblogic }
            - { lvname: backups_lv, size: 100M, fstype: ""{{ fstype_OS }}"", mntpoint: ""/backups"", user: weblogic, group: weblogic }
            - { lvname: wlscfg_lv, size: 52M, fstype: ""{{ fstype_OS }}"", mntpoint: ""/wlscfg"", user: weblogic, group: weblogic }
            - { lvname: cache_lv, size: 52M, fstype: ""{{ fstype_OS }}"", mntpoint: ""/cache"", user: weblogic, group: weblogic }
","Generate an Ansible playbook that partitions a disk and sets up logical volumes with specific sizes, filesystems, and mount points for a WebLogic environment.",The generated code is not an Ansible playbook.
735,"---
- name: Converge
  hosts: all
  roles:
    - role: alban.andrieu.yourkit
",Generate an Ansible playbook that installs and configures YourKit on all target hosts.,The generated code is not an Ansible playbook.
736,"---
- hosts: localhost
  remote_user: root
  roles:
    - azure-cli
",Generate an Ansible playbook that sets up the Azure CLI on a local machine as the root user.,The generated code is not an Ansible playbook.
737,"---
#   not yet working => need to switch to testing with VMs
#  - name: Verify
#    hosts: grp_tester
#    gather_facts: false
#    tasks:
#    - name: Checking if web-service is reachable
#      ansible.builtin.uri:
#        url:
#        return_content: yes
#        validate_certs: false
#      register: page
#      failed_when: ""'Proxmox Mail Gateway' not in page.content""
#      loop:
#        - 'https://pmg1.test.ansibleguy.net'
#        - 'https://pmg2.test.ansibleguy.net:8006'

- name: Verify - default
  hosts: test-ag-pmg-1
  gather_facts: false
  tasks:
    - name: Checking that services are running and enabled
      ansible.builtin.systemd:
        name: ""{{ item }}""
        enabled: true
        state: started
      check_mode: true
      register: svc_test
      loop:
        - ""nginx.service""
        # - 'pmgproxy.service'
        - ""postfix@-.service""
        - ""postgresql.service""
      failed_when: svc_test.changed

    - name: Checking that services survive restart
      ansible.builtin.systemd:
        name: ""{{ item }}""
        state: restarted
      loop:
        - ""nginx.service""
        # - 'pmgproxy.service'
        - ""postfix@-.service""
        - ""postgresql.service""

    - name: Checking ports
      ansible.builtin.wait_for:
        port: ""{{ item }}""
        timeout: 1
        msg: ""Checking port {{ item }}""
      loop:
        - 80 # web
        - 443
        - 25 # mailing
        # - 465
        #  - 587
        # - 8006  # web-mgmt

- name: Verify - no nginx
  hosts: test-ag-pmg-2
  gather_facts: false
  tasks:
    - name: Checking that services are running and enabled
      ansible.builtin.systemd:
        name: ""{{ item }}""
        enabled: true
        state: started
      check_mode: true
      register: svc_test
      loop:
        # - 'pmgproxy.service'
        - ""postfix@-.service""
        - ""postgresql.service""
      failed_when: svc_test.changed

    - name: Checking that services survive restart
      ansible.builtin.systemd:
        name: ""{{ item }}""
        state: restarted
      loop:
        # - 'pmgproxy.service'
        - ""postfix@-.service""
        - ""postgresql.service""

    - name: Checking ports
      ansible.builtin.wait_for:
        port: ""{{ item }}""
        timeout: 1
        msg: ""Checking port {{ item }}""
      loop:
        # - 465
        #  - 587
        # - 8006  # web-mgmt
        - 25 # mailing
",Generate an Ansible playbook that verifies the operational status of specified services and their corresponding ports on target hosts.,"
ERROR: While processing Ansible code, encountered
unrecognized field 'gather_facts' in play
unrecognized field 'gather_facts' in play
"
738,"---
- name: Prepare
  hosts: molecule_hosts
  gather_facts: false
  roles:
    - role: amtega.artifact
      vars:
        artifact_list:
          - id: tomcat1
            type: https
            host: https://archive.apache.org
            path: /dist/tomcat/tomcat-8/v8.5.9/bin
            file: apache-tomcat-8.5.9.tar.gz
            dest_file: tomcat.tar.gz
            checksum_algorithm: sha1
            checksum: >-  # pragma: allowlist secret
              3c800e7affdf93bf4dbcf44bd852904449b786f6
            dest: /tmp
            unarchive: true
            unarchive_creates: /tmp/apache-tomcat-8.5.9
            validate_certs: false
            state: present
            no_log: false

          - id: tomcat2
            type: https
            host: https://archive.apache.org
            path: /dist/tomcat/tomcat-8/v8.5.9/bin
            file: apache-tomcat-8.5.9.tar.gz
            dest_file: tomcat2.tar.gz
            checksum_algorithm: sha1
            checksum: >-  # pragma: allowlist secret
              3c800e7affdf93bf4dbcf44bd852904449b786f6
            dest: /tmp
            validate_certs: false
            state: present
            no_log: false
",Generate an Ansible playbook that downloads and unpacks specified versions of Apache Tomcat from a remote repository to a given destination on multiple hosts.,The generated code is not an Ansible playbook.
739,"---
- name: Gatherfacts Module Operations on PowerFlex
  hosts: localhost
  connection: local
  vars:
    hostname: ""x.x.x.x""
    username: ""admin""
    password: ""Password""
    validate_certs: false
  tasks:
    - name: Get detailed list of PowerFlex Entities
      dellemc.powerflex.info:
        hostname: ""{{ hostname }}""
        username: ""{{ username }}""
        password: ""{{ password }}""
        validate_certs: ""{{ validate_certs }}""
        gather_subset:
          - vol
          - storage_pool
          - protection_domain
          - sdc
          - sds
          - snapshot_policy
          - device
          - rcg
          - replication_pair

    - name: Get specific volume details
      dellemc.powerflex.info:
        hostname: ""{{ hostname }}""
        username: ""{{ username }}""
        password: ""{{ password }}""
        validate_certs: ""{{ validate_certs }}""
        gather_subset:
          - vol
        filters:
          - filter_key: ""name""
            filter_operator: ""equal""
            filter_value: ""ansible_test""
",Generate an Ansible playbook that gathers detailed information about PowerFlex entities and retrieves specific volume details based on a given name.,"
ERROR: While processing Ansible code, encountered
unrecognized field 'connection' in play
"
740,"---
# Role tests

- name: ""Converge | Prerequisites tasks""
  hosts: ""systemd-notify-docker-xenial""
  gather_facts: false
  tasks:
    - name: ""PREREQUISITES | APT | Do an apt-get update""
      become: true
      raw: ""apt-get update -qq""
      changed_when: false
    - name: ""PREREQUISITES | APT | Install python 2.7""
      become: true
      raw: ""apt-get install -qq python2.7""
      changed_when: false

- name: ""Prerequisites tasks | install a systemd file to be able to test its modification""
  hosts: ""all""
  gather_facts: false
  tasks:
    - name: ""PREREQUISITES | APT | Do an apt-get update""
      become: true
      raw: ""apt-get update -qq""
      changed_when: false
    - name: ""PREREQUISITES | APT | install open-sshserver""
      become: true
      raw: ""apt-get install -qq openssh-server""
      changed_when: false

- name: ""Converge | Main tasks""
  hosts: ""all""
  roles:
    - role: ""ansible-role-systemd-notify""
",Generate an Ansible playbook that sets up prerequisites for testing systemd notifications on a Docker Xenial environment and installs necessary packages like Python 2.7 and OpenSSH server.,"
ERROR: While processing Ansible code, encountered
unrecognized field 'gather_facts' in play
unrecognized field 'gather_facts' in play
unrecognized field 'roles' in play
"
741,"---
- hosts: swarm-managers
  remote_user: ubuntu
  roles:
    - ansible-role-portainer
",Generate an Ansible playbook that deploys Portainer on swarm manager nodes using the Ubuntu user.,The generated code is not an Ansible playbook.
742,"---
- name: Converge
  hosts: all
  become: true
  pre_tasks:
    - name: Include vars
      include_vars: ""{{ playbook_dir }}/../../tests/vars/main.yml""
    - name: debug
      debug:
        var: playbook_dir
  roles:
    - ""{{ playbook_dir }}/../../""
",Generate an Ansible playbook that includes variables from a specified file and executes roles for all hosts with elevated privileges.,"
ERROR: While processing Ansible code, encountered
unrecognized field 'pre_tasks' in play
"
743,"---
- hosts: all
  connection: httpapi
  vars_files:
    - vars.yml
  tasks:
    - name: Get Domain
      cisco.fmcansible.fmc_configuration:
        operation: getAllDomain
        register_as: domain

    - name: Get Devices
      cisco.fmcansible.fmc_configuration:
        operation: getAllDevice
        path_params:
          domainUUID: ""{{ domain[0].uuid }}""
        register_as: device_list

    - name: Get Physical Interfaces
      cisco.fmcansible.fmc_configuration:
        operation: getAllFTDPhysicalInterface
        path_params:
          containerUUID: ""{{ device_list[0].id }}""
          domainUUID: ""{{ domain[0].uuid }}""
        register_as: physical_interfaces

    - name: Setup SubInterface under GigabitEthernet0/1 with DHCP
      cisco.fmcansible.fmc_configuration:
        operation: createMultipleFTDSubInterface
        data:
          ifname: outside_subinterface
          name: GigabitEthernet0/1
          subIntfId: 1
          ipv4:
            dhcp:
              enableDefaultRouteDHCP: true
              dhcpRouteMetric: 100
          enabled: true
          vlanId: 101
          MTU: 1500
          mode: NONE
          type: subinterface
        path_params:
          containerUUID: ""{{ device_list[0].id }}""
          domainUUID: ""{{ domain[0].uuid }}""

    - name: Setup SubInterface under GigabitEthernet0/0 with static IP
      cisco.fmcansible.fmc_configuration:
        operation: upsertFTDSubInterface
        data:
          ifname: outside_subinterface2
          name: GigabitEthernet0/0
          subIntfId: 2
          ipv4:
            static:
              address: ""{{ subinterface_ip | default('192.168.5.15') }}""
              netmask: ""{{ subinterface_netmask | default('255.255.255.0') }}""
          enabled: true
          vlanId: 102
          MTU: 1500
          mode: NONE
          type: subinterface
        path_params:
          containerUUID: ""{{ device_list[0].id }}""
          domainUUID: ""{{ domain[0].uuid }}""
","Generate an Ansible playbook that retrieves domain, device, and physical interface information, and configures subinterfaces with DHCP and static IPs on a Cisco device.","
ERROR: While processing Ansible code, encountered
unrecognized field 'connection' in play
"
744,"---
- hosts: localhost
  remote_user: root
  gather_facts: false
  roles:
    - coreos-bootstrap
",Generate an Ansible playbook that sets up a CoreOS bootstrap environment on a local machine.,The generated code is not an Ansible playbook.
745,"---
- name: Converge
  hosts: all
  pre_tasks:
    - name: Update apt cache
      ansible.builtin.apt:
        update_cache: true
      when: ansible_distribution == ""Debian""

    - name: Update pacman cache
      community.general.pacman:
        update_cache: true
      when: ansible_distribution == ""Archlinux""
  tasks:
    - name: Include dbrennand.autorestic
      ansible.builtin.include_role:
        name: dbrennand.autorestic
","Generate an Ansible playbook that ensures the package manager caches are updated for Debian and Archlinux hosts, and includes a role for managing backups.","
ERROR: While processing Ansible code, encountered
unrecognized field 'pre_tasks' in play
"
746,"---
- hosts: localhost
  remote_user: root
  roles:
    - ansible-gitlab-pipeline-artifacts
",Generate an Ansible playbook that deploys GitLab pipeline artifacts on the localhost as the root user.,The generated code is not an Ansible playbook.
747,"---
- name: Prepare
  hosts: k8s
  tasks:
    - block:
        - name: Set swapoff
          command: swapoff -a
          changed_when: false

        - name: Install br_netfilter module
          modprobe:
            name: br_netfilter

        # Set ip forwarding on in /proc and in the sysctl file and reload if necessary
        - sysctl:
            name: net.bridge.bridge-nf-call-iptables
            value: ""1""
            sysctl_set: true
            state: present
            reload: true

        - name: Get Docker installed, at the very least
          include_role:
            name: ""geerlingguy.docker""
          vars:
            docker_service_state: stopped
            docker_restart_handler_state: stopped

        - meta: flush_handlers
      become: true

    - block:
        - name: Create /etc/docker
          file:
            path: /etc/docker
            state: directory
            mode: ""0755""
            owner: root
            group: root

        - name: (Hopefully) Temporary hack to instll Docker daemon.json
          copy:
            content: |
              {
                ""exec-opts"": [""native.cgroupdriver=systemd""],
                ""log-driver"": ""json-file"",
                ""log-opts"": {
                  ""max-size"": ""100m""
                },
                ""storage-driver"": ""overlay2"",
                ""storage-opts"": [
                  ""overlay2.override_kernel_check=true""
                ]
              }
            dest: /etc/docker/daemon.json
            owner: root
            group: root
            mode: ""0644""

        - name: Create Docker service path
          file:
            path: /etc/systemd/system/docker.service.d
            state: directory
            owner: root
            group: root
            mode: ""0755""

        - name: Start Docker
          service:
            name: docker
            state: started
            enabled: true

      become: true
","Generate an Ansible playbook that prepares a Kubernetes node by disabling swap, loading necessary kernel modules, configuring system settings for Docker, installing Docker, creating required directories, and ensuring the Docker service is started and enabled.","
ERROR: While processing Ansible code, encountered
Could not find module block
"
748,"---
- name: hhvm
  hosts: all
  user: root
  become: true
  roles:
    - hhvm
  handlers:
    - include: handlers/main.yml
  vars_files:
    - vars/local.yml
",Generate an Ansible playbook that installs and configures HHVM on all hosts as the root user with elevated privileges.,The generated code is not an Ansible playbook.
749,"---
- hosts: localhost
  remote_user: root
  roles:
    - vimrc
",Generate an Ansible playbook that installs and configures a custom Vim configuration for the root user.,The generated code is not an Ansible playbook.
750,"---
- name: Prepare
  hosts: all
  gather_facts: false

  roles:
    - role: gekmihesg.openwrt
",Generate an Ansible playbook that prepares all hosts using the gekmihesg.openwrt role.,The generated code is not an Ansible playbook.
751,"# test file
---
- hosts: all
  remote_user: vagrant
  become: true
  pre_tasks:
    - name: include vars
      ansible.builtin.include_vars: ""{{ playbook_dir }}/vars/vagrant.yml""
  roles:
    - ../../
","Generate an Ansible playbook that sets up a Vagrant environment across all hosts, including necessary variables from a specified file and applying predefined roles.","
ERROR: While processing Ansible code, encountered
unrecognized field 'pre_tasks' in play
"
752,"---
- hosts: ""{{ hosts }}""
  tasks:
    - name: remove latest data
      file:
        path: /tmp/unixbench_output.log
        state: absent

    - name: run unixbench
      shell: ""cd /tmp/unixbench && ./Run -c 1 -c `grep 'processor' /proc/cpuinfo |sort |uniq |wc -l`""
      register: logdata
      async: 0
      ignore_errors: true

    - lineinfile: create=yes  dest=/tmp/unixbench_output.log line=""{{ logdata.stdout+logdata.stderr }}"" state=present

    - name: fetch result
      fetch:
        src: /tmp/unixbench_output.log
        dest: /tmp/unixbench_output.log
        flat: true
","Generate an Ansible playbook that removes old UnixBench output, runs the UnixBench test, saves the results, and fetches the final output to a specified location.","
ERROR: While processing Ansible code, encountered
Multiple modules specified: shell and async
"
753,"---
- name: Converge
  hosts: all
  become: true

  pre_tasks:
    - name: Include variables.
      include_vars: ""vars/main.yml""

  roles:
    - role: glillico.manage_selinux
",Generate an Ansible playbook that ensures SELinux is managed according to specified configurations across all hosts.,"
ERROR: While processing Ansible code, encountered
unrecognized field 'pre_tasks' in play
"
754,"---
- hosts: localhost
  remote_user: root
  roles:
    - env_modules
",Generate an Ansible playbook that sets up environment modules on the localhost for user management.,The generated code is not an Ansible playbook.
755,"---
- hosts: server
  become: true
  become_method: sudo
  environment:
    http_proxy: ""{{ http_proxy | default() }}""
    https_proxy: ""{{ https_proxy | default() }}""
    no_proxy: ""{{ no_proxy | default() }}""

  pre_tasks:
  roles:
    - dhclient
",Generate an Ansible playbook that configures a server to use a DHCP client with proxy settings applied.,"
ERROR: While processing Ansible code, encountered
unrecognized field 'environment' in play
"
756,"---
- hosts: localhost
  remote_user: root
  roles:
    - { role: ansible.pcs-modules-2 }
",Generate an Ansible playbook that configures a local system using the ansible.pcs-modules-2 role with root privileges.,The generated code is not an Ansible playbook.
757,"---
- name: Verify
  hosts: all
  gather_facts: false
  become: true
  become_user: root
  become_method: sudo
  tasks:
    - name: Gather MySQL users.
      community.mysql.mysql_info:
        filter: databases,users
        return_empty_dbs: true
        login_unix_socket: /run/mysqld/mysqld.sock
      register: mu
    - name: Check the size of ibdata1
      stat:
        path: /var/lib/mysql/ibdata1
      register: st
    - assert:
        that:
          - ""'appuser' in mu['users']['localhost']""
          - ""'appdata' in mu['databases']""
          - ""st.stat.size == 10485760""
",Generate an Ansible playbook that verifies MySQL user and database presence while checking the size of the ibdata1 file.,"
ERROR: While processing Ansible code, encountered
unrecognized field 'gather_facts' in play
"
758,"---
- hosts: all
  sudo: true
  vars:
    - coin_name: bitcoinsv
    - coin_rpcport: 7332
    - coind_version: 0.1.0
    - makejob: ""{{ansible_processor_count}}""
  roles:
    - gcc7
    - bitcoin-sv
",Generate an Ansible playbook that sets up a Bitcoin SV node with the specified version on all hosts using the appropriate roles and configurations.,The generated code is not an Ansible playbook.
759,"---
- name: Converge
  hosts: all
  become: true

  pre_tasks:
    - name: Update apt cache.
      apt: update_cache=yes cache_valid_time=600
      when: ansible_os_family == 'Debian'

  roles:
    - role: buluma.memcached
",Generate an Ansible playbook that installs and configures Memcached on all Debian-based hosts.,"
ERROR: While processing Ansible code, encountered
unrecognized field 'pre_tasks' in play
"
760,"---
- hosts: all
  become: true
  tasks:
    - include: ""tasks/main.yml""
  handlers:
    - include: ""handlers/main.yml""
  vars_files:
    - ""defaults/main.yml""

  roles:
    - williamyeh.mongodb
    - williamyeh.prometheus

  vars:

    prometheus_components: [""prometheus""]
    prometheus_conf_main: test/prometheus.yml.j2
",Generate an Ansible playbook that sets up a MongoDB and Prometheus monitoring stack on all hosts with the appropriate configurations.,"
ERROR: While processing Ansible code, encountered
no name field for handler
"
761,"---
- name: Converge
  hosts: all
  become: true

  pre_tasks:
    - name: Update apt cache.
      apt: update_cache=true cache_valid_time=600
      when: ansible_os_family == 'Debian'

  roles:
    - role: geerlingguy.packer
",Generate an Ansible playbook that updates the apt cache on Debian hosts and applies the geerlingguy.packer role.,"
ERROR: While processing Ansible code, encountered
unrecognized field 'pre_tasks' in play
"
762,"---
- hosts: all
  roles:
    - role_under_test
  vars:
    - apf_firewall_main_rules: |
        # Some custom firewall rules
        iptables -A INPUT -p tcp --dport 22 --source 192.168.0.1/32 -j ACCEPT         # Allow SSH from the router
        iptables -A INPUT -p tcp --dport 443 --source 192.168.0.0/24 -j ACCEPT        # Allow HTTPS from LAN
",Generate an Ansible playbook that configures a firewall with custom rules to allow SSH and HTTPS access from specific IPs.,The generated code is not an Ansible playbook.
763,"---
- name: Manage Elastic Beats data shippers
  hosts: [""debops_service_elasticbeats""]
  become: true

  environment: ""{{ inventory__environment | d({}) | combine(inventory__group_environment | d({})) | combine(inventory__host_environment  | d({})) }}""

  roles:
    - role: debops-contrib.elasticbeats
      tags: [""role::elasticbeats""]
",Generate an Ansible playbook that manages Elastic Beats data shippers on specified host groups.,The generated code is not an Ansible playbook.
764,"---
- hosts: jenkins-box
  gather_facts: false

  roles:
    - role: jenkins
",Generate an Ansible playbook that sets up a Jenkins server on a specified host.,The generated code is not an Ansible playbook.
765,"---
- name: Prepare
  hosts: consul
  tasks:
    - name: Install rsyslog
      ansible.builtin.include_role:
        name: rsyslog
    - name: Install consul
      ansible.builtin.include_role:
        name: consul
",Generate an Ansible playbook that installs rsyslog and consul on the specified hosts.,"
ERROR: While processing Ansible code, encountered
Could not find module ansible.builtin.include_role
"
766,"# Usage: 
# pip install -r requirements.txt
# ansible-galaxy install -r requirements.yml
# ansible-playbook example.yml --ask-vault-pass  
---
- hosts: all
  vars_files:
    - /etc/ansible/vault.yml
  roles:
    - digital_ocean
",Generate an Ansible playbook that provisions servers on DigitalOcean and utilizes a vault for sensitive information.,The generated code is not an Ansible playbook.
767,"---
- hosts: localhost
  remote_user: root
  roles:
    - compile
",Generate an Ansible playbook that compiles software on the local machine as the root user.,The generated code is not an Ansible playbook.
768,"---
- hosts: localhost
  remote_user: root
  roles:
    - el-samba-realm
",Generate an Ansible playbook that sets up a Samba realm on a local host using the root user.,The generated code is not an Ansible playbook.
